movieId,item_idx,title,genres
743,551,Spy Hard (1996),Comedy
858,552,"Godfather, The (1972)",Action|Crime|Drama
1948,553,Tom Jones (1963),Comedy
1282,554,Fantasia (1940),Animation|Children's|Musical
2033,555,"Black Cauldron, The (1985)",Animation|Children's
2135,556,Doctor Dolittle (1967),Adventure|Musical
2657,557,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
3675,558,White Christmas (1954),Musical
2399,559,Santa Claus, The Movie (1985)
3189,560,My Dog Skip (1999),Comedy
3629,561,"Gold Rush, The (1925)",Comedy
1204,562,Lawrence of Arabia (1962),Adventure|War
1927,563,All Quiet on the Western Front (1930),War
541,564,Blade Runner (1982),Film-Noir|Sci-Fi
1234,565,"Sting, The (1973)",Comedy|Crime
2300,566,"Producers, The (1968)",Comedy|Musical
3037,567,Little Big Man (1970),Comedy|Drama|Western
1302,568,Field of Dreams (1989),Drama
1080,569,Monty Python's Life of Brian (1979),Comedy
1215,570,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
954,571,Mr. Smith Goes to Washington (1939),Drama
1278,572,Young Frankenstein (1974),Comedy|Horror
1294,573,M*A*S*H (1970),Comedy|War
3296,574,To Sir with Love (1967),Drama
277,575,Miracle on 34th Street (1994),Drama
2872,576,Excalibur (1981),Action|Drama|Fantasy|Romance
926,577,All About Eve (1950),Drama
3198,578,Papillon (1973),Drama
1254,579,"Treasure of the Sierra Madre, The (1948)",Adventure
2000,580,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1271,581,Fried Green Tomatoes (1991),Drama
3194,582,"Way We Were, The (1973)",Drama
3358,583,Defending Your Life (1991),Comedy|Romance
802,584,Phenomenon (1996),Drama|Romance
2863,585,"Hard Day's Night, A (1964)",Comedy|Musical
953,586,It's a Wonderful Life (1946),Drama
1269,587,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
3087,588,Scrooged (1988),Comedy
3525,589,Bachelor Party (1984),Comedy
180,590,Mallrats (1995),Comedy
3703,591,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
2080,592,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
2529,593,Planet of the Apes (1968),Action|Sci-Fi
3066,594,Tora! Tora! Tora! (1970),War
3723,595,Hamlet (1990),Drama
3097,596,"Shop Around the Corner, The (1940)",Comedy|Romance
1230,597,Annie Hall (1977),Comedy|Romance
2040,598,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
587,599,Ghost (1990),Comedy|Romance|Thriller
62,600,Mr. Holland's Opus (1995),Drama
2496,601,Blast from the Past (1999),Comedy|Romance
3359,602,Breaking Away (1979),Drama
943,603,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
2948,604,From Russia with Love (1963),Action
2874,605,"Pajama Game, The (1957)",Comedy
915,606,Sabrina (1954),Comedy|Romance
918,607,Meet Me in St. Louis (1944),Musical
539,608,Sleepless in Seattle (1993),Comedy|Romance
592,609,Batman (1989),Action|Adventure|Crime|Drama
1104,610,"Streetcar Named Desire, A (1951)",Drama
1257,611,Better Off Dead... (1985),Comedy
2041,612,Condorman (1981),Action|Adventure|Children's|Comedy
1967,613,Labyrinth (1986),Adventure|Children's|Fantasy
1012,614,Old Yeller (1957),Children's|Drama
3247,615,Sister Act (1992),Comedy|Crime
316,616,Stargate (1994),Action|Adventure|Sci-Fi
2662,617,"War of the Worlds, The (1953)",Action|Sci-Fi|War
971,618,Cat on a Hot Tin Roof (1958),Drama
3086,619,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy
2371,620,Fletch (1985),Comedy
2078,621,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
963,622,"Inspector General, The (1949)",Musical
2001,623,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2174,624,Beetlejuice (1988),Comedy|Fantasy
3363,625,American Graffiti (1973),Comedy|Drama
7,626,Sabrina (1995),Comedy|Romance
1019,627,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
2003,628,Gremlins (1984),Comedy|Horror
2137,629,Charlotte's Web (1973),Animation|Children's
2967,630,"Bad Seed, The (1956)",Drama|Thriller
3701,631,Alien Nation (1988),Crime|Drama|Sci-Fi
1220,632,"Blues Brothers, The (1980)",Action|Comedy|Musical
3039,633,Trading Places (1983),Comedy
1025,634,"Sword in the Stone, The (1963)",Animation|Children's
2393,635,Star Trek, Insurrection (1998)
2011,636,Back to the Future Part II (1989),Comedy|Sci-Fi
596,637,Pinocchio (1940),Animation|Children's
2012,638,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
1375,639,Star Trek III, The Search for Spock (1984)
2161,640,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
2622,641,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy
2746,642,Little Shop of Horrors (1986),Comedy|Horror|Musical
3928,643,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
3174,644,Man on the Moon (1999),Comedy|Drama
3704,645,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
671,646,Mystery Science Theater 3000, The Movie (1996)
1032,647,Alice in Wonderland (1951),Animation|Children's|Musical
3591,648,Mr. Mom (1983),Comedy|Drama
1031,649,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
2045,650,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
1042,651,That Thing You Do! (1996),Comedy
2015,652,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
3608,653,Pee-wee's Big Adventure (1985),Comedy
317,654,"Santa Clause, The (1994)",Children's|Comedy|Fantasy
1756,655,"Prophecy II, The (1998)",Horror
1020,656,Cool Runnings (1993),Comedy
586,657,Home Alone (1990),Children's|Comedy
2111,658,"Man with Two Brains, The (1983)",Comedy
2453,659,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2090,660,"Rescuers, The (1977)",Animation|Children's
543,661,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
2138,662,Watership Down (1978),Animation|Children's|Drama|Fantasy
333,663,Tommy Boy (1995),Comedy
2423,664,Christmas Vacation (1989),Comedy
2046,665,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
2043,666,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
2109,667,"Jerk, The (1979)",Comedy
1676,668,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
2094,669,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
329,670,Star Trek, Generations (1994)
2431,671,Patch Adams (1998),Comedy|Drama
1016,672,"Shaggy Dog, The (1959)",Children's|Comedy
2133,673,Adventures in Babysitting (1987),Adventure|Comedy
2124,674,"Addams Family, The (1991)",Comedy
2436,675,Tea with Mussolini (1999),Comedy
1633,676,Ulee's Gold (1997),Drama
1345,677,Carrie (1976),Horror
344,678,Ace Ventura, Pet Detective (1994)
370,679,Naked Gun 33 1/3, The Final Insult (1994)
2054,680,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
1135,681,Private Benjamin (1980),Comedy
2005,682,"Goonies, The (1985)",Adventure|Children's|Fantasy
2047,683,"Gnome-Mobile, The (1967)",Children's
435,684,Coneheads (1993),Comedy|Sci-Fi
1371,685,Star Trek, The Motion Picture (1979)
351,686,"Corrina, Corrina (1994)",Comedy|Drama|Romance
1125,687,"Return of the Pink Panther, The (1974)",Comedy
1409,688,Michael (1996),Comedy|Romance
2049,689,"Happiest Millionaire, The (1967)",Comedy|Musical
2093,690,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi
2316,691,Practical Magic (1998),Drama|Romance
2424,692,You've Got Mail (1998),Comedy|Romance
830,693,"First Wives Club, The (1996)",Comedy
1091,694,Weekend at Bernie's (1989),Comedy
3153,695,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
248,696,Houseguest (1994),Comedy
1377,697,Batman Returns (1992),Action|Adventure|Comedy|Crime
3439,698,Teenage Mutant Ninja Turtles II, The Secret of the Ooze (1991)
153,699,Batman Forever (1995),Action|Adventure|Comedy|Crime
186,700,Nine Months (1995),Comedy
3812,701,Everything You Always Wanted to Know About Sex (1972),Comedy
1586,702,G.I. Jane (1997),Action|Drama|War
2497,703,Message in a Bottle (1999),Romance
3688,704,Porky's (1981),Comedy
2136,705,"Nutty Professor, The (1963)",Comedy
2375,706,"Money Pit, The (1986)",Comedy
208,707,Waterworld (1995),Action|Adventure
3099,708,Shampoo (1975),Comedy|Romance
2378,709,Police Academy (1984),Comedy
1918,710,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
765,711,Jack (1996),Comedy|Drama
542,712,Son in Law (1993),Comedy
203,713,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
1583,714,"Simple Wish, A (1997)",Children's|Fantasy
2826,715,"13th Warrior, The (1999)",Action|Horror|Thriller
3254,716,Wayne's World 2 (1993),Comedy
3869,717,Naked Gun 2 1/2," The Smell of Fear, The (1991)"
2530,718,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2091,719,Return from Witch Mountain (1978),Children's|Sci-Fi
3264,720,Buffy the Vampire Slayer (1992),Comedy|Horror
3388,721,Harry and the Hendersons (1987),Comedy
2405,722,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
1320,723,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
520,724,Robin Hood, Men in Tights (1993)
1015,725,Homeward Bound, The Incredible Journey (1993)
2072,726,"'burbs, The (1989)",Comedy
784,727,"Cable Guy, The (1996)",Comedy
898,728,"Philadelphia Story, The (1940)",Comedy|Romance
899,729,Singin' in the Rain (1952),Musical|Romance
2125,730,Ever After, A Cinderella Story (1998)
3668,731,Romeo and Juliet (1968),Drama|Romance
969,732,"African Queen, The (1951)",Action|Adventure|Romance|War
2108,733,L.A. Story (1991),Comedy|Romance
1286,734,Somewhere in Time (1980),Drama|Romance
339,735,While You Were Sleeping (1995),Comedy|Romance
932,736,"Affair to Remember, An (1957)",Romance
1339,737,Bram Stoker's Dracula (1992),Horror|Romance
1376,738,Star Trek IV, The Voyage Home (1986)
3175,739,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
1200,740,Aliens (1986),Action|Sci-Fi|Thriller|War
1374,741,Star Trek, The Wrath of Khan (1982)
2968,742,Time Bandits (1981),Adventure|Fantasy|Sci-Fi
924,743,2001, A Space Odyssey (1968)
2407,744,Cocoon (1985),Comedy|Sci-Fi
1129,745,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
2009,746,Soylent Green (1973),Sci-Fi|Thriller
2640,747,Superman (1978),Action|Adventure|Sci-Fi
2,748,Jumanji (1995),Adventure|Children's|Fantasy
1009,749,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
1073,750,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
3466,751,Heart and Souls (1993),Comedy|Fantasy
2021,752,Dune (1984),Fantasy|Sci-Fi
2140,753,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
2193,754,Willow (1988),Action|Adventure|Fantasy
3489,755,Hook (1991),Adventure|Fantasy
2105,756,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
1654,757,FairyTale, A True Story (1997)
3438,758,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy
916,759,Roman Holiday (1953),Comedy|Romance
1276,760,Cool Hand Luke (1967),Comedy|Drama
2795,761,Vacation (1983),Comedy
1256,762,Duck Soup (1933),Comedy|War
2946,763,Help! (1965),Comedy|Musical
116,764,Anne Frank Remembered (1995),Documentary
3309,765,"Dog's Life, A (1920)",Comedy
1203,766,12 Angry Men (1957),Drama
2077,767,"Journey of Natty Gann, The (1985)",Adventure|Children's
904,768,Rear Window (1954),Mystery|Thriller
2096,769,Sleeping Beauty (1959),Animation|Children's|Musical
750,770,Dr. Strangelove or, How I Learned to Stop Worrying and Love the Bomb (1963)
1252,771,Chinatown (1974),Film-Noir|Mystery|Thriller
1023,772,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
3347,773,Never Cry Wolf (1983),Drama
1292,774,Being There (1979),Comedy
2087,775,Peter Pan (1953),Animation|Children's|Fantasy|Musical
2498,776,My Favorite Martian (1999),Comedy|Sci-Fi
1831,777,Lost in Space (1998),Action|Sci-Fi|Thriller
3593,778,Battlefield Earth (2000),Action|Sci-Fi
275,779,Mixed Nuts (1994),Comedy
3034,780,Robin Hood (1973),Animation|Children's
3447,781,"Good Earth, The (1937)",Drama
923,782,Citizen Kane (1941),Drama
1283,783,High Noon (1952),Western
2693,784,Trekkies (1997),Documentary
2252,785,Hero (1992),Comedy|Drama
764,786,Heavy (1995),Drama|Romance
440,787,Dave (1993),Comedy|Romance
441,788,Dazed and Confused (1993),Comedy
249,789,Immortal Beloved (1994),Drama|Romance
986,790,Fly Away Home (1996),Adventure|Children's
2710,791,"Blair Witch Project, The (1999)",Horror
1498,792,Inventing the Abbotts (1997),Drama|Romance
481,793,Kalifornia (1993),Drama|Thriller
1563,794,Dream With the Fishes (1997),Drama
342,795,Muriel's Wedding (1994),Comedy|Romance
85,796,Angels and Insects (1995),Drama|Romance
1887,797,Almost Heroes (1998),Adventure|Comedy
2706,798,American Pie (1999),Comedy
3101,799,Fatal Attraction (1987),Thriller
246,800,Hoop Dreams (1994),Documentary
2639,801,Mommie Dearest (1981),Drama
1546,802,Schizopolis (1996),Comedy
2106,803,Swing Kids (1993),Drama|War
708,804,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
1288,805,This Is Spinal Tap (1984),Comedy|Drama|Musical
3396,806,"Muppet Movie, The (1979)",Children's|Comedy
2883,807,Mumford (1999),Comedy
2766,808,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
3448,809,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3129,810,Sweet and Lowdown (1999),Comedy|Drama
663,811,Kids in the Hall, Brain Candy (1996)
1753,812,Half Baked (1998),Comedy
788,813,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
2539,814,Analyze This (1999),Comedy
231,815,Dumb & Dumber (1994),Comedy
2598,816,Pushing Tin (1999),Comedy
1665,817,Bean (1997),Comedy
216,818,Billy Madison (1995),Comedy
2325,819,Orgazmo (1997),Comedy
88,820,Black Sheep (1996),Comedy
1461,821,Vegas Vacation (1997),Comedy
2507,822,Breakfast of Champions (1999),Comedy
2335,823,"Waterboy, The (1998)",Comedy
2306,824,Holy Man (1998),Comedy
2907,825,Superstar (1999),Comedy
3146,826,Deuce Bigalow, Male Gigolo (1999)
2076,827,Blue Velvet (1986),Drama|Mystery
3182,828,Mr. Death, The Rise and Fall of Fred A. Leuchter Jr. (1999)
934,829,Father of the Bride (1950),Comedy
999,830,2 Days in the Valley (1996),Crime
2616,831,Dick Tracy (1990),Action|Crime
3785,832,Scary Movie (2000),Comedy|Horror
1303,833,"Man Who Would Be King, The (1975)",Adventure
813,834,Larger Than Life (1996),Comedy
3897,835,Almost Famous (2000),Comedy|Drama
3658,836,Quatermass and the Pit (1967),Sci-Fi
3362,837,Dog Day Afternoon (1975),Comedy|Crime|Drama
1331,838,Audrey Rose (1977),Horror
3745,839,Titan A.E. (2000),Adventure|Animation|Sci-Fi
10,840,GoldenEye (1995),Action|Adventure|Thriller
1479,841,"Saint, The (1997)",Action|Romance|Thriller
517,842,Rising Sun (1993),Action|Drama|Mystery
1262,843,"Great Escape, The (1963)",Adventure|War
3417,844,"Crimson Pirate, The (1952)",Adventure|Comedy|Sci-Fi
3479,845,Ladyhawke (1985),Adventure|Fantasy|Romance
952,846,Around the World in 80 Days (1956),Adventure|Comedy
3070,847,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
3494,848,True Grit (1969),Adventure|Western
2370,849,"Emerald Forest, The (1985)",Action|Adventure|Drama
2414,850,Young Sherlock Holmes (1985),Action|Adventure|Mystery
60,851,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy
421,852,Black Beauty (1994),Adventure|Children's
1216,853,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
2528,854,Logan's Run (1976),Action|Adventure|Sci-Fi
3036,855,Quest for Fire (1981),Adventure
3269,856,Forever Young (1992),Adventure|Romance|Sci-Fi
1587,857,Conan the Barbarian (1982),Action|Adventure
2641,858,Superman II (1980),Action|Adventure|Sci-Fi
2822,859,Medicine Man (1992),Adventure|Romance
2243,860,Broadcast News (1987),Comedy|Drama|Romance
2976,861,Bringing Out the Dead (1999),Drama|Horror
3033,862,Spaceballs (1987),Comedy|Sci-Fi
1982,863,Halloween (1978),Horror
2920,864,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
2572,865,10 Things I Hate About You (1999),Comedy|Romance
2694,866,Big Daddy (1999),Comedy
3354,867,Mission to Mars (2000),Sci-Fi
1263,868,"Deer Hunter, The (1978)",Drama|War
2731,869,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
748,870,"Arrival, The (1996)",Action|Sci-Fi|Thriller
2707,871,Arlington Road (1999),Thriller
3004,872,"Bachelor, The (1999)",Comedy|Romance
3005,873,"Bone Collector, The (1999)",Thriller
2605,874,Entrapment (1999),Crime|Thriller
2719,875,"Haunting, The (1999)",Horror|Thriller
2676,876,Instinct (1999),Drama|Thriller
2882,877,Jakob the Liar (1999),Drama
2581,878,Never Been Kissed (1999),Comedy|Romance
2394,879,"Prince of Egypt, The (1998)",Animation|Musical
2485,880,She's All That (1999),Comedy|Romance
2724,881,Runaway Bride (1999),Comedy|Romance
2840,882,Stigmata (1999),Thriller
2841,883,Stir of Echoes (1999),Thriller
2961,884,"Story of Us, The (1999)",Comedy|Drama
2763,885,"Thomas Crown Affair, The (1999)",Action|Thriller
3798,886,What Lies Beneath (2000),Thriller
3566,887,"Big Kahuna, The (2000)",Comedy|Drama
3535,888,American Psycho (2000),Comedy|Horror|Thriller
1487,889,Selena (1997),Drama|Musical
628,890,Primal Fear (1996),Drama|Thriller
2391,891,"Simple Plan, A (1998)",Crime|Thriller
141,892,"Birdcage, The (1996)",Comedy
1608,893,Air Force One (1997),Action|Thriller
1396,894,Sneakers (1992),Crime|Drama|Sci-Fi
1672,895,"Rainmaker, The (1997)",Drama
1883,896,Bulworth (1998),Comedy
1625,897,"Game, The (1997)",Mystery|Thriller
500,898,Mrs. Doubtfire (1993),Comedy
3261,899,Singles (1992),Comedy|Drama|Romance
3145,900,"Cradle Will Rock, The (1999)",Drama
832,901,Ransom (1996),Drama|Thriller
1092,902,Basic Instinct (1992),Mystery|Thriller
553,903,Tombstone (1993),Western
2433,904,"Civil Action, A (1998)",Drama
2273,905,Rush Hour (1998),Action|Thriller
2567,906,EDtv (1999),Comedy
2272,907,One True Thing (1998),Drama
3646,908,Big Momma's House (2000),Comedy
3773,909,House Party (1990),Comedy
1619,910,Seven Years in Tibet (1997),Drama|War
1805,911,Wild Things (1998),Crime|Drama|Mystery|Thriller
1645,912,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
2764,913,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller
70,914,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
1804,915,"Newton Boys, The (1998)",Crime|Drama
2387,916,Very Bad Things (1998),Comedy|Crime
762,917,Striptease (1996),Comedy|Crime
2389,918,Psycho (1998),Crime|Horror|Thriller
1892,919,"Perfect Murder, A (1998)",Mystery|Thriller
257,920,Just Cause (1995),Mystery|Thriller
1422,921,Murder at 1600 (1997),Mystery|Thriller
1644,922,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1783,923,Palmetto (1998),Film-Noir|Mystery|Thriller
160,924,Congo (1995),Action|Adventure|Mystery|Sci-Fi
1702,925,Flubber (1997),Children's|Comedy|Fantasy
3461,926,Lord of the Flies (1963),Adventure|Drama|Thriller
2643,927,Superman IV, The Quest for Peace (1987)
2555,928,Baby Geniuses (1999),Comedy
3516,929,"Bell, Book and Candle (1958)",Comedy|Romance
2975,930,"Best Man, The (1999)",Drama
2722,931,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
1911,932,Doctor Dolittle (1998),Comedy
2369,933,Desperately Seeking Susan (1985),Comedy|Romance
2828,934,Dudley Do-Right (1999),Children's|Comedy
2888,935,Drive Me Crazy (1999),Comedy|Romance
2720,936,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
2856,937,I Saw What You Did (1965),Thriller
2392,938,Jack Frost (1998),Comedy|Drama
2629,939,"Love Letter, The (1999)",Comedy|Romance
2713,940,Lake Placid (1999),Horror|Thriller
2761,941,"Iron Giant, The (1999)",Animation|Children's
2568,942,"Mod Squad, The (1999)",Action|Crime
2805,943,Mickey Blue Eyes (1999),Comedy|Romance
2701,944,Wild Wild West (1999),Action|Sci-Fi|Western
1185,945,My Left Foot (1989),Drama
1614,946,In & Out (1997),Comedy
2752,947,Outrageous Fortune (1987),Comedy|Mystery
1779,948,Sphere (1998),Adventure|Sci-Fi|Thriller
2549,949,Wing Commander (1999),Action|Sci-Fi
3300,950,Pitch Black (2000),Action|Sci-Fi
3879,951,"Art of War, The (2000)",Action
3594,952,Center Stage (2000),Drama
3863,953,"Cell, The (2000)",Sci-Fi|Thriller
3457,954,Waking the Dead (1999),Drama
1069,955,"Murder, My Sweet (1944)",Film-Noir|Thriller
1284,956,"Big Sleep, The (1946)",Film-Noir|Mystery
942,957,Laura (1944),Crime|Film-Noir|Mystery
30,958,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama
3713,959,"Long Walk Home, The (1990)",Drama
446,960,Farewell My Concubine (1993),Drama|Romance
503,961,"New Age, The (1994)",Drama
1624,962,"Thousand Acres, A (1997)",Drama
293,963,"Professional, The (a.k.a. Leon", The Professional) (1994)
1428,964,Angel Baby (1995),Drama
319,965,Shallow Grave (1994),Thriller
247,966,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
496,967,What Happened Was... (1994),Comedy|Drama|Romance
340,968,"War, The (1994)",Adventure|Drama
1179,969,"Grifters, The (1990)",Crime|Drama|Film-Noir
1748,970,Dark City (1998),Film-Noir|Sci-Fi|Thriller
2912,971,"Limey, The (1999)",Action|Crime|Drama
2542,972,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2010,973,Metropolis (1926),Sci-Fi
2660,974,"Thing From Another World, The (1951)",Sci-Fi
3932,975,"Invisible Man, The (1933)",Horror|Sci-Fi
1206,976,"Clockwork Orange, A (1971)",Sci-Fi
3503,977,Solaris (Solyaris) (1972),Drama|Sci-Fi
2664,978,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
2288,979,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2553,980,Village of the Damned (1960),Horror|Sci-Fi|Thriller
3576,981,"Hidden, The (1987)",Action|Horror|Sci-Fi
198,982,Strange Days (1995),Action|Crime|Sci-Fi
1077,983,Sleeper (1973),Comedy|Sci-Fi
1301,984,Forbidden Planet (1956),Sci-Fi
2117,985,Nineteen Eighty-Four (1984),Drama|Sci-Fi
2287,986,Them! (1954),Sci-Fi|Thriller|War
2527,987,Westworld (1973),Action|Sci-Fi|Thriller|Western
2455,988,"Fly, The (1986)",Horror|Sci-Fi
2554,989,Children of the Damned (1963),Horror|Sci-Fi|Thriller
2661,990,It Came from Outer Space (1953),Sci-Fi
3662,991,Puppet Master III, Toulon's Revenge (1991)
2613,992,Night of the Comet (1984),Action|Horror|Sci-Fi
3700,993,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
2901,994,Phantasm (1979),Horror|Sci-Fi
76,995,Screamers (1995),Sci-Fi|Thriller
2346,996,"Stepford Wives, The (1975)",Sci-Fi|Thriller
3375,997,Destination Moon (1950),Sci-Fi
3827,998,Space Cowboys (2000),Action|Sci-Fi
2454,999,"Fly, The (1958)",Horror|Sci-Fi
2663,1000,It Came from Beneath the Sea (1955),Sci-Fi
2668,1001,Swamp Thing (1982),Horror|Sci-Fi
2985,1002,Robocop (1987),Action|Crime|Sci-Fi
3927,1003,Fantastic Voyage (1966),Adventure|Sci-Fi
610,1004,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
2116,1005,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
2377,1006,Lifeforce (1985),Horror|Sci-Fi
3156,1007,Bicentennial Man (1999),Comedy|Drama|Sci-Fi
3638,1008,Moonraker (1979),Action|Romance|Sci-Fi
2173,1009,Navigator," A Mediaeval Odyssey, The (1988)"
2311,1010,2010 (1984),Mystery|Sci-Fi
2526,1011,Meteor (1979),Sci-Fi
2533,1012,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2667,1013,"Mole People, The (1956)",Sci-Fi
3032,1014,"Omega Man, The (1971)",Sci-Fi
3696,1015,Night of the Creeps (1986),Comedy|Horror|Sci-Fi
164,1016,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
707,1017,Mulholland Falls (1996),Crime|Film-Noir|Thriller
1601,1018,Hoodlum (1997),Crime|Drama|Film-Noir
291,1019,Poison Ivy II (1995),Thriller
1367,1020,101 Dalmatians (1996),Children's|Comedy
3911,1021,Best in Show (2000),Comedy
2143,1022,Legend (1985),Adventure|Fantasy|Romance
1126,1023,Drop Dead Fred (1991),Comedy|Fantasy
2019,1024,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
1242,1025,Glory (1989),Action|Drama|War
3635,1026,"Spy Who Loved Me, The (1977)",Action
3639,1027,"Man with the Golden Gun, The (1974)",Action
2993,1028,Thunderball (1965),Action
3633,1029,On Her Majesty's Secret Service (1969),Action
1275,1030,Highlander (1986),Action|Adventure
2989,1031,For Your Eyes Only (1981),Action
2893,1032,Plunkett & MaCleane (1999),Action|Drama
1391,1033,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
1876,1034,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
466,1035,Hot Shots! Part Deux (1993),Action|Comedy|War
2807,1036,Universal Soldier, The Return (1999)
44,1037,Mortal Kombat (1995),Action|Adventure
3698,1038,"Running Man, The (1987)",Action|Adventure|Sci-Fi
3440,1039,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy
485,1040,Last Action Hero (1993),Action|Comedy
405,1041,Highlander III, The Sorcerer (1994)
327,1042,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
2373,1043,Red Sonja (1985),Action|Adventure
2402,1044,Rambo, First Blood Part II (1985)
1739,1045,3 Ninjas, High Noon On Mega Mountain (1998)
2253,1046,Toys (1992),Action|Comedy|Fantasy
1606,1047,Kull the Conqueror (1997),Action|Adventure
2404,1048,Rambo III (1988),Action|War
737,1049,Barb Wire (1996),Action|Sci-Fi
1591,1050,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
3705,1051,Bird on a Wire (1990),Action|Adventure|Romance|Thriller
2422,1052,"Karate Kid III, The (1989)",Action|Adventure|Drama
839,1053,Crow," City of Angels, The (1996)"
3889,1054,Highlander, Endgame (2000)
546,1055,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi
1499,1056,Anaconda (1997),Action|Adventure|Thriller
1562,1057,Batman & Robin (1997),Action|Adventure|Crime
1882,1058,Godzilla (1998),Action|Sci-Fi
2153,1059,"Avengers, The (1998)",Action|Adventure
3877,1060,Supergirl (1984),Action|Adventure|Fantasy
1344,1061,Cape Fear (1962),Film-Noir|Thriller
940,1062,"Adventures of Robin Hood, The (1938)",Action|Adventure
158,1063,Casper (1995),Adventure|Children's
168,1064,First Knight (1995),Action|Adventure|Drama|Romance
2421,1065,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2450,1066,Howard the Duck (1986),Adventure|Children's|Sci-Fi
